"";"labor.force.participation.rate";"employment.population.ratio";"labor.force";"employment";"unemployment";"unemployment.rate"
"South Dakota-2000";72,75;70,9166666666667;408507,166666667;398148,416666667;10358,75;2,53333333333333
"South Dakota-2001";73;70,8;413392,666666667;400974,5;12418,1666666667;3
"South Dakota-2002";72,9916666666667;70,6416666666667;416897,333333333;403418,333333333;13479;3,23333333333333
"South Dakota-2003";73,125;70,6;421433,333333333;406827,5;14605,8333333333;3,475
"South Dakota-2004";73,075;70,45;425938,833333333;410600,416666667;15338,4166666667;3,60833333333333
"South Dakota-2005";72,8083333333333;70,2333333333333;429250,25;414036;15214,25;3,55
"South Dakota-2006";72,4666666666667;70,2833333333333;432784,25;419768,5;13015,75;3
"South Dakota-2007";72,1583333333333;70,0916666666667;436374;424004,333333333;12369,6666666667;2,825
"South Dakota-2008";71,8416666666667;69,5916666666667;439212,5;425595;13617,5;3,08333333333333
"South Dakota-2009";71,4833333333333;68,2;441458,166666667;421257,75;20200,4166666667;4,58333333333333
"South Dakota-2010";71,625;68,1083333333333;443634,75;421839,25;21795,5;4,90833333333333
"South Dakota-2011";71,4666666666667;68,1666666666667;445800,083333333;425327,666666667;20472,4166666667;4,6
"South Dakota-2012";70,7666666666667;67,8916666666667;447123,583333333;428999,916666667;18123,6666666667;4,05833333333333
"South Dakota-2013";70,075;67,5;447595,583333333;431002,333333333;16593,25;3,7
"South Dakota-2014";70,025;67,675;450719,75;435727,5;14992,25;3,33333333333333
"South Dakota-2015";69,8916666666667;67,7666666666667;453123,833333333;439347,083333333;13776,75;3,05
"South Dakota-2016";69,5083333333333;67,425;455103,166666667;441364,666666667;13738,5;3,01666666666667
"Tennessee-1990";63,6916666666667;60,2833333333333;2397807,25;2269787,41666667;128019,833333333;5,35
"Tennessee-1991";63,2833333333333;59,125;2419414,25;2259552,91666667;159861,333333333;6,6
"Tennessee-1992";63,6833333333333;59,5833333333333;2468144,16666667;2309022,25;159121,916666667;6,45
"Tennessee-1993";64,4166666666667;60,6583333333333;2535429,08333333;2387317,25;148111,833333333;5,85
"Tennessee-1994";66,3666666666667;63,175;2656783,25;2529433,16666667;127350,083333333;4,80833333333333
"Tennessee-1995";66,8333333333333;63,4;2723813,66666667;2583456,75;140356,916666667;5,15833333333333
"Tennessee-1996";66,575;63,1333333333333;2762708,83333333;2620087,5;142621,333333333;5,16666666666667
"Tennessee-1997";65,925;62,4583333333333;2780897,75;2634682,91666667;146214,833333333;5,26666666666667
"Tennessee-1998";65,7833333333333;62,9416666666667;2810728,08333333;2688971,25;121756,833333333;4,35
"Tennessee-1999";65,8916666666667;63,2583333333333;2844169,16666667;2731484,75;112684,416666667;3,95833333333333
"Tennessee-2000";65,3583333333333;62,8416666666667;2849349,33333333;2738997,83333333;110351,5;3,86666666666667
"Tennessee-2001";64,9166666666667;61,9916666666667;2857507,5;2728343,25;129164,25;4,51666666666667
"Tennessee-2002";65,2166666666667;61,875;2898823,75;2750374,83333333;148448,916666667;5,125
"Tennessee-2003";64,6666666666667;61,1166666666667;2904920,75;2744932,41666667;159988,333333333;5,50833333333333
"Tennessee-2004";63,7583333333333;60,3583333333333;2895816,66666667;2740891,5;154925,166666667;5,35
"Tennessee-2005";62,8916666666667;59,4166666666667;2899068;2739023,33333333;160044,666666667;5,525
"Tennessee-2006";64,2166666666667;60,8666666666667;3014541,91666667;2855331,41666667;159210,5;5,275
"Tennessee-2007";63,9333333333333;60,975;3043346,25;2902259,33333333;141086,916666667;4,63333333333333
"Tennessee-2008";63,4916666666667;59,3416666666667;3061114,66666667;2861323;199791,666666667;6,51666666666667
"Tennessee-2009";62,3083333333333;56,0083333333333;3033548,5;2726455,75;307092,75;10,1166666666667
"Tennessee-2010";62,8083333333333;56,65;3093425,91666667;2789762,58333333;303663,333333333;9,825
"Tennessee-2011";62,6833333333333;56,9583333333333;3116957;2832976,33333333;283980,666666667;9,10833333333333
"Tennessee-2012";61,6833333333333;56,7666666666667;3096360,25;2849574,25;246786;7,95833333333333
"Tennessee-2013";60,8083333333333;56,1166666666667;3079368,41666667;2841454,5;237913,916666667;7,725
"Tennessee-2014";59,5666666666667;55,6333333333333;3043608;2842363,91666667;201244,083333333;6,6
"Tennessee-2015";59,6;56,2833333333333;3074389,83333333;2903377,75;171012,083333333;5,56666666666667
"Tennessee-2016";60,1666666666667;57,2916666666667;3136741,83333333;2987419,91666667;149321,916666667;4,75833333333333
"Texas-1990";68,2916666666667;63,9333333333333;8607913,16666667;8058486,58333333;549426,583333333;6,38333333333333
"Texas-1991";68,4666666666667;63,7083333333333;8770370,41666667;8158812,58333333;611557,833333333;6,98333333333333
"Texas-1992";69,05;63,7416666666667;8999534,33333333;8307879,75;691654,583333333;7,68333333333333
"Texas-1993";68,9583333333333;63,9833333333333;9167770,58333333;8506125,91666667;661644,666666667;7,21666666666667
"Texas-1994";69,3166666666667;64,7583333333333;9395665,41666667;8778679,66666667;616985,75;6,56666666666667
"Texas-1995";69,3333333333333;65,0916666666667;9576081,41666667;8990546,91666667;585534,5;6,11666666666667
"Texas-1996";69,1333333333333;65,1583333333333;9728403,66666667;9168805,83333333;559597,833333333;5,75
"Texas-1997";69,1;65,375;9916035,58333333;9381418,58333333;534617;5,39166666666667
"Texas-1998";69,1;65,6833333333333;10116789,25;9615173,66666667;501615,583333333;4,96666666666667
"Texas-1999";68,8;65,5583333333333;10268397;9784383;484014;4,725
"Texas-2000";68,35;65,3416666666667;10388753,6666667;9932977,66666667;455776;4,38333333333333
"Texas-2001";68;64,625;10536998;10013468,5833333;523529,416666667;4,95833333333333
"Texas-2002";68,0583333333333;63,75;10743346,6666667;10061499,8333333;681846,833333333;6,35833333333333
"Texas-2003";67,9833333333333;63,3916666666667;10909402,75;10175185,5833333;734217,166666667;6,73333333333333
"Texas-2004";67,3583333333333;63,3083333333333;10995044,0833333;10334618;660426,083333333;6,01666666666667
"Texas-2005";67,2083333333333;63,5416666666667;11172303,6666667;10562009,6666667;610294;5,45833333333333
"Texas-2006";66,675;63,3166666666667;11335464,9166667;10768741,75;566723,166666667;5
"Texas-2007";65,7916666666667;62,9333333333333;11441626,75;10942617,1666667;499009,583333333;4,36666666666667
"Texas-2008";65,8333333333333;62,6083333333333;11678849,0833333;11108770,6666667;570078,416666667;4,86666666666667
"Texas-2009";66,05;61,075;11948190,9166667;11047774,6666667;900416,25;7,54166666666667
"Texas-2010";66,025;60,6333333333333;12258425,0833333;11255545,25;1002879,83333333;8,19166666666667
"Texas-2011";65,9083333333333;60,6166666666667;12500076,25;11498484,1666667;1001592,08333333;8,01666666666667
"Texas-2012";65,4083333333333;61,0416666666667;12641404,4166667;11795768,9166667;845635,5;6,70833333333333
"Texas-2013";65,2;61,075;12833157,6666667;12025234,1666667;807923,5;6,3
"Texas-2014";64,75;61,4;13006807,6666667;12333298,4166667;673509,25;5,19166666666667
"Texas-2015";63,85;60,975;13091904,3333333;12506142,4166667;585761,916666667;4,48333333333333
"Texas-2016";63,85;60,9;13348141,25;12727661,8333333;620479,416666667;4,65
"Utah-1990";70,625;67,5333333333333;818465,916666667;782603,333333333;35862,5833333333;4,38333333333333
"Utah-1991";70,525;67,1916666666667;847795,166666667;807566,583333333;40228,5833333333;4,75833333333333
"Utah-1992";70,5583333333333;67,1166666666667;882295,083333333;839407,5;42887,5833333333;4,875
"Utah-1993";71,875;68,9916666666667;937150,333333333;899184,583333333;37965,75;4,05
"Utah-1994";73,3;70,5583333333333;995026,083333333;957949,833333333;37076,25;3,74166666666667
"Utah-1995";72,4333333333333;69,95;1018838,83333333;983713,833333333;35125;3,43333333333333
"Utah-1996";71,7083333333333;69,2916666666667;1041953;1006862,91666667;35090,0833333333;3,375
"Utah-1997";71,7583333333333;69,5083333333333;1070220,41666667;1036325,08333333;33895,3333333333;3,16666666666667
"Utah-1998";72,3583333333333;69,7833333333333;1103735,75;1064306,75;39429;3,55833333333333
"Utah-1999";72,325;69,7916666666667;1124002,75;1084629,25;39373,5;3,50833333333333
"Utah-2000";72,1916666666667;69,7833333333333;1142960,66666667;1104800,25;38160,4166666667;3,325
"Utah-2001";71,75;68,6333333333333;1162638,33333333;1111833,08333333;50805,25;4,36666666666667
"Utah-2002";71,2416666666667;67,2083333333333;1179541,16666667;1112766,25;66774,9166666667;5,66666666666667
"Utah-2003";70,8583333333333;66,925;1197185,16666667;1130607,08333333;66578,0833333333;5,56666666666667
"Utah-2004";71,15;67,6;1231551,66666667;1169920,33333333;61631,3333333333;5,00833333333333
"Utah-2005";72,025;69,125;1280607,58333333;1228819,58333333;51788;4,04166666666667
"Utah-2006";72,625;70,55;1333170,16666667;1295189,16666667;37981;2,86666666666667
"Utah-2007";72,9166666666667;71,0666666666667;1377773,25;1342459,75;35313,5;2,55833333333333
"Utah-2008";71,65;69,25;1385465,33333333;1339172;46293,3333333333;3,34166666666667
"Utah-2009";69,6916666666667;64,625;1374324,25;1274620,75;99703,5;7,25833333333333
"Utah-2010";68,5166666666667;63,0916666666667;1350136,91666667;1242989,08333333;107147,833333333;7,93333333333333
"Utah-2011";67,375;62,6083333333333;1341435,41666667;1246716,08333333;94719,3333333333;7,05833333333333
"Utah-2012";66,575;63,375;1348660,08333333;1284264,33333333;64395,75;4,775
"Utah-2013";67,1916666666667;64,375;1386251,16666667;1327893,16666667;58358;4,20833333333333
"Utah-2014";67,45;64,9833333333333;1415850,5;1364381,58333333;51468,9166666667;3,63333333333333
"Utah-2015";67,8833333333333;65,4833333333333;1453624,33333333;1402169,83333333;51454,5;3,50833333333333
"Utah-2016";68,3916666666667;66,0916666666667;1500217,91666667;1449932,08333333;50285,8333333333;3,35
"Vermont-1990";71,4833333333333;68,1166666666667;306921,083333333;292473,916666667;14447,1666666667;4,70833333333333
"Vermont-1991";70,9333333333333;66,725;306712,25;288491,916666667;18220,3333333333;5,95833333333333
"Vermont-1992";71,6666666666667;67,1916666666667;311639,166666667;292209,166666667;19430;6,25
"Vermont-1993";71,6833333333333;67,9666666666667;314421,333333333;298057,75;16363,5833333333;5,20833333333333
"Vermont-1994";71,2916666666667;68,1333333333333;315837,833333333;301907,833333333;13930;4,4
"Vermont-1995";71,3916666666667;68,4083333333333;319911,583333333;306609,75;13301,8333333333;4,16666666666667
"Vermont-1996";71,7666666666667;68,6916666666667;325433,25;311481,833333333;13951,4166666667;4,29166666666667
"Vermont-1997";71,9666666666667;69,0916666666667;330091,333333333;317080,583333333;13010,75;3,94166666666667
"Vermont-1998";72,1666666666667;69,6666666666667;334506;322910,333333333;11595,6666666667;3,46666666666667
"Vermont-1999";72,0333333333333;69,8416666666667;337475,083333333;327131;10344,0833333333;3,075
"Vermont-2000";70,5083333333333;68,5083333333333;334120,833333333;324706,583333333;9414,25;2,80833333333333
"Vermont-2001";70,6166666666667;68,3;338085,333333333;326956,916666667;11128,4166666667;3,29166666666667
"Vermont-2002";71,025;68,275;343303;330113,833333333;13189,1666666667;3,83333333333333
"Vermont-2003";70,9833333333333;67,875;346329,5;331180,166666667;15149,3333333333;4,38333333333333
"Vermont-2004";70,6083333333333;68,025;347298,583333333;334518,5;12780,0833333333;3,675
"Vermont-2005";70,55;68,0916666666667;349540,25;337432,333333333;12107,9166666667;3,45
"Vermont-2006";71,1583333333333;68,4916666666667;355335,833333333;342141,416666667;13194,4166666667;3,71666666666667
"Vermont-2007";70,35;67,575;353341,416666667;339446,916666667;13894,5;3,94166666666667
"Vermont-2008";70,125;66,95;353989,583333333;337873,583333333;16116;4,56666666666667
"Vermont-2009";70,8583333333333;66,4583333333333;359348,333333333;337126,416666667;22221,9166666667;6,16666666666667
"Vermont-2010";70,8333333333333;66,3583333333333;359711,666666667;336989,75;22721,9166666667;6,31666666666667
"Vermont-2011";70,1;66,1916666666667;357624,166666667;337724,166666667;19900;5,56666666666667
"Vermont-2012";69,1916666666667;65,8666666666667;353974;336951,583333333;17022,4166666667;4,81666666666667
"Vermont-2013";68,3;65,3083333333333;350255,833333333;334797,5;15458,3333333333;4,41666666666667
"Vermont-2014";67,9;65,2;348750,666666667;334805,333333333;13945,3333333333;3,99166666666667
"Vermont-2015";67,3083333333333;64,9166666666667;346507,583333333;334254,916666667;12252,6666666667;3,53333333333333
"Vermont-2016";67,0916666666667;64,975;345856;335021,666666667;10834,3333333333;3,125
"Virginia-1990";69,45;66,375;3233167,33333333;3090089,33333333;143078;4,41666666666667
"Virginia-1991";70,4416666666667;66,3666666666667;3320933,41666667;3128232,75;192700,666666667;5,80833333333333
"Virginia-1992";70,6416666666667;66,2916666666667;3376569,83333333;3168239,83333333;208330;6,15833333333333
"Virginia-1993";69,4416666666667;65,85;3370560,5;3195634,75;174925,75;5,2
"Virginia-1994";69,4333333333333;66,075;3414903,5;3250543,33333333;164360,166666667;4,8
"Virginia-1995";69,175;66,1083333333333;3446936,08333333;3293678,16666667;153257,916666667;4,45
"Virginia-1996";68,075;65,1083333333333;3439155,66666667;3290004,75;149150,916666667;4,31666666666667
"Virginia-1997";67,7083333333333;65,2083333333333;3464586,08333333;3336279,58333333;128306,5;3,7
"Virginia-1998";67,6833333333333;65,8083333333333;3500610,5;3403591,25;97019,25;2,775
"Virginia-1999";67,85;66,0166666666667;3555885,41666667;3459886,5;95998,9166666667;2,7
"Virginia-2000";68;66,4416666666667;3607018,5;3524847,33333333;82171,1666666667;2,28333333333333
"Virginia-2001";68,4166666666667;66,1583333333333;3680397,16666667;3559213,5;121183,666666667;3,28333333333333
"Virginia-2002";68,575;65,5833333333333;3740188,41666667;3576871,91666667;163316,5;4,35833333333333
"Virginia-2003";68,3666666666667;65,3916666666667;3771767,66666667;3608559,75;163207,916666667;4,34166666666667
"Virginia-2004";67,8916666666667;65,1333333333333;3813625,5;3657879,16666667;155746,333333333;4,08333333333333
"Virginia-2005";68,4666666666667;65,8416666666667;3906976,41666667;3757062,83333333;149913,583333333;3,825
"Virginia-2006";68,6833333333333;66,4083333333333;3976424,83333333;3843695,91666667;132728,916666667;3,34166666666667
"Virginia-2007";68,95;66,6916666666667;4039584,08333333;3907014,25;132569,833333333;3,28333333333333
"Virginia-2008";69,6583333333333;66,6666666666667;4128722,5;3951875,66666667;176846,833333333;4,275
"Virginia-2009";68,9416666666667;64,2166666666667;4136974,33333333;3854576,25;282398,083333333;6,83333333333333
"Virginia-2010";67,7666666666667;62,8083333333333;4163300,5;3859241,66666667;304058,833333333;7,29166666666667
"Virginia-2011";67,3583333333333;62,9;4204664,58333333;3928555,75;276108,833333333;6,54166666666667
"Virginia-2012";66,75;62,7833333333333;4218174,5;3967462,66666667;250711,833333333;5,95
"Virginia-2013";66,425;62,7083333333333;4239442;4003367;236075;5,55
"Virginia-2014";66,1;62,7416666666667;4258966;4040986,75;217979,25;5,11666666666667
"Virginia-2015";65,175;62,3416666666667;4233488,33333333;4048007,33333333;185481;4,36666666666667
"Virginia-2016";65,025;62,4416666666667;4254961,25;4085049,16666667;169912,083333333;4
"Washington-1990";68,6083333333333;65,0583333333333;2522237,41666667;2391985,08333333;130252,333333333;5,16666666666667
"Washington-1991";68,025;63,8833333333333;2559405,33333333;2403377,83333333;156027,5;6,09166666666667
"Washington-1992";68,5833333333333;63,65;2645928,75;2455516,75;190412;7,19166666666667
"Washington-1993";68,3;63,3166666666667;2700587,5;2503977,91666667;196609,583333333;7,275
"Washington-1994";67,9166666666667;63,6583333333333;2741160,66666667;2569011,33333333;172149,333333333;6,29166666666667
"Washington-1995";68,075;63,8333333333333;2803884,16666667;2629163,16666667;174721;6,225
"Washington-1996";69,0083333333333;64,925;2893479,33333333;2722642;170837,333333333;5,90833333333333
"Washington-1997";69,5166666666667;66,0833333333333;2970394,08333333;2823826,41666667;146567,666666667;4,94166666666667
"Washington-1998";69,7416666666667;66,3916666666667;3032420,33333333;2886317,91666667;146102,416666667;4,83333333333333
"Washington-1999";69,475;66,1333333333333;3063528,5;2915879,58333333;147648,916666667;4,825
"Washington-2000";69,1333333333333;65,6083333333333;3087355,5;2929590,91666667;157764,583333333;5,09166666666667
"Washington-2001";68,0583333333333;63,9666666666667;3085255,41666667;2900254,66666667;185000,75;6,00833333333333
"Washington-2002";67,4083333333333;62,625;3101306;2881745,58333333;219560,416666667;7,075
"Washington-2003";67,2833333333333;62,4166666666667;3135393,25;2909119,25;226274;7,23333333333333
"Washington-2004";67,3166666666667;63,0666666666667;3188761,91666667;2988081,83333333;200680,083333333;6,3
"Washington-2005";67,6666666666667;63,8916666666667;3259985,75;3077509,33333333;182476,416666667;5,59166666666667
"Washington-2006";67,7416666666667;64,35;3330079,83333333;3163829,5;166250,333333333;5
"Washington-2007";67,9666666666667;64,8333333333333;3401943,58333333;3245456;156487,583333333;4,6
"Washington-2008";68,275;64,675;3474760,66666667;3291001,58333333;183759,083333333;5,29166666666667
"Washington-2009";66,95;61,425;3464212,75;3177708,75;286504;8,26666666666667
"Washington-2010";65,9;59,9083333333333;3457981,91666667;3142072,16666667;315909,75;9,13333333333333
"Washington-2011";64,7416666666667;59,225;3438842,25;3145574,33333333;293267,916666667;8,525
"Washington-2012";64,45;59,525;3467973,75;3202465,75;265508;7,64166666666667
"Washington-2013";63,6;59,4083333333333;3460668,08333333;3231662,25;229005,833333333;6,63333333333333
"Washington-2014";63,2666666666667;59,5416666666667;3494823,91666667;3287769,33333333;207054,583333333;5,925
"Washington-2015";63,2666666666667;59,825;3555226,41666667;3362233,58333333;192992,833333333;5,43333333333333
"Washington-2016";63,6666666666667;60,35;3649332,66666667;3459286,75;190045,916666667;5,225
"West Virginia-1990";55,025;50,2666666666667;769530,5;703193,083333333;66337,4166666667;8,625
"West Virginia-1991";55,425;49,525;780846,833333333;697680,916666667;83165,9166666667;10,65
"West Virginia-1992";55,5916666666667;49,35;787333,5;698941;88392,5;11,2333333333333
"West Virginia-1993";55,0083333333333;49,3333333333333;784404,75;703505,75;80899;10,3083333333333
"West Virginia-1994";54,9583333333333;50,1166666666667;787087,666666667;717720,166666667;69367,5;8,81666666666667
"West Virginia-1995";54,8416666666667;50,4583333333333;786740,916666667;723944,416666667;62796,5;7,96666666666667
"West Virginia-1996";55,025;50,8166666666667;790930,666666667;730482,25;60448,4166666667;7,65
"West Virginia-1997";55,0583333333333;51,2166666666667;790853,583333333;735650,166666667;55203,4166666667;6,98333333333333
"West Virginia-1998";55,45;51,7333333333333;795322,166666667;742163,25;53158,9166666667;6,68333333333333
"West Virginia-1999";55,8;52,2;799311,083333333;747732,75;51578,3333333333;6,45
"West Virginia-2000";55,8916666666667;52,7583333333333;799165,083333333;754546,083333333;44619;5,575
"West Virginia-2001";55,8333333333333;52,8083333333333;796553,916666667;753538,25;43015,6666666667;5,39166666666667
"West Virginia-2002";55,9333333333333;52,2916666666667;798758,25;747170,083333333;51588,1666666667;6,45833333333333
"West Virginia-2003";55,3;51,675;791748,166666667;739791,083333333;51957,0833333333;6,56666666666667
"West Virginia-2004";55,0833333333333;51,9166666666667;789350,75;743891,5;45459,25;5,76666666666667
"West Virginia-2005";55,3583333333333;52,3583333333333;794510,833333333;751282,333333333;43228,5;5,425
"West Virginia-2006";55,8833333333333;53;804817,083333333;763107,5;41709,5833333333;5,2
"West Virginia-2007";55,675;53,0083333333333;804399,416666667;765698,25;38701,1666666667;4,825
"West Virginia-2008";55,6666666666667;53,0416666666667;806439,5;768195,25;38244,25;4,75
"West Virginia-2009";55,8333333333333;51,2;811494,916666667;744103,75;67391,1666666667;8,3
"West Virginia-2010";54,8583333333333;50,125;809945,083333333;740003,25;69941,8333333333;8,63333333333333
"West Virginia-2011";54,25;49,9916666666667;806350,25;743259,166666667;63091,0833333333;7,825
"West Virginia-2012";54,3083333333333;50,375;808226,75;749685,583333333;58541,1666666667;7,25833333333333
"West Virginia-2013";53,7833333333333;50,15;799661,166666667;745972,25;53688,9166666667;6,71666666666667
"West Virginia-2014";53,575;50,0916666666667;795676,083333333;743891;51785,0833333333;6,5
"West Virginia-2015";53,4666666666667;49,9583333333333;791617,666666667;739529,833333333;52087,8333333333;6,58333333333333
"West Virginia-2016";53,2583333333333;50,0083333333333;785058,583333333;737157,833333333;47900,75;6,09166666666667
"Wisconsin-1990";70,6583333333333;67,5583333333333;2598471,91666667;2484979,33333333;113492,583333333;4,36666666666667
"Wisconsin-1991";70,6583333333333;66,8833333333333;2629674,75;2488546,16666667;141128,583333333;5,375
"Wisconsin-1992";71,5583333333333;67,9;2695902,58333333;2558532;137370,583333333;5,09166666666667
"Wisconsin-1993";72;68,85;2748929,83333333;2628816,41666667;120113,416666667;4,375
"Wisconsin-1994";73,075;69,9833333333333;2821101,33333333;2702290,25;118811,083333333;4,2
"Wisconsin-1995";73,475;70,7583333333333;2871706;2765061,08333333;106644,916666667;3,71666666666667
"Wisconsin-1996";73,8666666666667;71,2;2920345,08333333;2815278,5;105066,583333333;3,60833333333333
"Wisconsin-1997";74,125;71,5333333333333;2955505,08333333;2852679,33333333;102825,75;3,475
"Wisconsin-1998";73,9166666666667;71,4666666666667;2967252,33333333;2869639,08333333;97613,25;3,28333333333333
"Wisconsin-1999";73,0916666666667;70,8416666666667;2958513,33333333;2867551,75;90961,5833333333;3,075
"Wisconsin-2000";73,1;70,6166666666667;2986286,25;2885060,33333333;101225,916666667;3,39166666666667
"Wisconsin-2001";73,1083333333333;69,8666666666667;3017444;2883733,58333333;133710,416666667;4,43333333333333
"Wisconsin-2002";72,3583333333333;68,5083333333333;3017466,91666667;2856767;160699,916666667;5,325
"Wisconsin-2003";72,325;68,2416666666667;3044680,5;2873419,41666667;171261,083333333;5,61666666666667
"Wisconsin-2004";71,4333333333333;67,8666666666667;3034066;2883054,16666667;151011,833333333;4,975
"Wisconsin-2005";70,6833333333333;67,3416666666667;3029178,91666667;2885775,41666667;143403,5;4,74166666666667
"Wisconsin-2006";70,9166666666667;67,6083333333333;3066483,75;2923210,08333333;143273,666666667;4,675
"Wisconsin-2007";70,85;67,4416666666667;3087839;2939248,75;148590,25;4,825
"Wisconsin-2008";70,625;67,1;3099608,25;2945062,33333333;154545,916666667;4,98333333333333
"Wisconsin-2009";70,4833333333333;64,1833333333333;3113291,16666667;2834563,16666667;278728;8,95833333333333
"Wisconsin-2010";69,5083333333333;63,5833333333333;3082060,83333333;2820629,83333333;261431;8,5
"Wisconsin-2011";68,9;63,7;3071377,33333333;2839578,58333333;231798,75;7,53333333333333
"Wisconsin-2012";68,525;63,775;3070073,58333333;2857314;212759,583333333;6,925
"Wisconsin-2013";68,3083333333333;63,7916666666667;3077898,08333333;2873366,08333333;204532;6,64166666666667
"Wisconsin-2014";67,9916666666667;64,35;3077935,58333333;2913619,16666667;164316,416666667;5,35
"Wisconsin-2015";67,8416666666667;64,85;3084137,91666667;2947649,33333333;136488,583333333;4,425
"Wisconsin-2016";68,125;65,45;3110442,66666667;2988620,83333333;121821,833333333;3,90833333333333
"Wyoming-1990";71,9666666666667;68,2833333333333;237136,583333333;225018,5;12118,0833333333;5,125
"Wyoming-1991";71,0166666666667;67,4833333333333;236823;225075,166666667;11747,8333333333;4,96666666666667
"Wyoming-1992";70,425;66,6;239165,25;226218,416666667;12946,8333333333;5,41666666666667
"Wyoming-1993";70,325;66,5916666666667;243419,583333333;230447,25;12972,3333333333;5,325
"Wyoming-1994";70,7833333333333;67,3083333333333;249785,416666667;237559,166666667;12226,25;4,88333333333333
"Wyoming-1995";70,6166666666667;67,2333333333333;253183,5;241080,916666667;12102,5833333333;4,78333333333333
"Wyoming-1996";70,275;66,7583333333333;255093,333333333;242351,166666667;12742,1666666667;5
"Wyoming-1997";70,0916666666667;66,7583333333333;256185,666666667;243996,75;12188,9166666667;4,78333333333333
"Wyoming-1998";70,95;67,5583333333333;260316,833333333;247885,166666667;12431,6666666667;4,79166666666667
"Wyoming-1999";71,3;67,9583333333333;263809,833333333;251404,75;12405,0833333333;4,70833333333333
"Wyoming-2000";71,2666666666667;68,6;265724,583333333;255751;9973,58333333333;3,75
"Wyoming-2001";71,5416666666667;68,8166666666667;268293,166666667;258097,75;10195,4166666667;3,81666666666667
"Wyoming-2002";71,0333333333333;68,2;269452,75;258627,333333333;10825,4166666667;4,00833333333333
"Wyoming-2003";71,3;68,2166666666667;272750,583333333;260956,5;11794,0833333333;4,325
"Wyoming-2004";71,1333333333333;68,4083333333333;274688,25;264165;10523,25;3,84166666666667
"Wyoming-2005";71,575;69,0166666666667;279076,833333333;269185,416666667;9891,41666666667;3,54166666666667
"Wyoming-2006";71,9166666666667;69,7583333333333;284852,666666667;276281,75;8570,91666666667;3,00833333333333
"Wyoming-2007";72,1;70,175;290923;283123,75;7799,25;2,69166666666667
"Wyoming-2008";72,1833333333333;70,05;296552;287825,416666667;8726,58333333333;2,93333333333333
"Wyoming-2009";71,7416666666667;67,2583333333333;299960,916666667;281215,75;18745,1666666667;6,25833333333333
"Wyoming-2010";70,075;65,225;301903,166666667;280956,416666667;20946,75;6,94166666666667
"Wyoming-2011";69,275;65,025;302860,333333333;284260,333333333;18600;6,13333333333333
"Wyoming-2012";68,425;64,675;303803,166666667;287142,25;16660,9166666667;5,5
"Wyoming-2013";67,3666666666667;64,1833333333333;302209,416666667;287870,416666667;14339;4,73333333333333
"Wyoming-2014";67,3583333333333;64,425;302865,083333333;289698,583333333;13166,5;4,34166666666667
"Wyoming-2015";66,8333333333333;64,0333333333333;301676,75;288926,916666667;12749,8333333333;4,20833333333333
"Wyoming-2016";66,6166666666667;63,0583333333333;300464,416666667;284449,75;16014,6666666667;5,33333333333333
