"...1";"State";"Year.x";"labor force participation rate";"employment-population ratio";"labor force";"employment";"unemployment";"unemployment rate";"n";"Id";"population";"Deaths";"crude_rate";"TOTAL FILINGS";"Post";"TreatPost";"Treat";"NonTreat";"Year.y";"AREA";"DATA TYPE";"TOTAL";"500+";"PercW";"FIPS";"IncidenceRate";"BankrupcyP100k";"TimingCntrl";"Delta";"Abr";"Pairty Law Passed";"Mandated offering laws";"Minimum Mandated Benefit";"Mandated if Offered";"No Law";"AccesstoParity";"NonPairtyLaw";"Pre_Post_Parity";"lcruderate";"Expr";"Expr_No-TreatPost-Period";"Expr_No-TreatPre-Period";"Expr_Treated-Post-Period";"Expr_Treated-Pre-Period";"D_ParityLawPassed";"D_Mandatedofferinglaws";"D_MinimumMandatedBenefit";"D_MandatedifOffered";"D_NoLaw";"D_AccessToParity";"D_NonParityLaw";"lDelta"
"59";95;"Arkansas";2003;62.0083333333333;58.4166666666667;1282379.66666667;1208365;74014.6666666667;5.75833333333333;32;"Arkansas_2003";2724816;372;13.652;24307;1;1;1;0;2003;"Arkansas";"Employment";988941;499650;0.5052374206348;5;0.00892060234525928;892.060234525928;2.63152906319447;-0.243;"AR";1997;0;0;0;0;1997;0;"Post-Parity";2.61388603104446;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0176430321500063
"60";96;"Arkansas";2004;62.3666666666667;58.8916666666667;1302127.25;1229482;72645.25;5.58333333333333;32;"Arkansas_2004";2749686;361;13.129;24263;1;1;1;0;2004;"Arkansas";"Employment";1007512;507746;0.503960250597511;5;0.00882391662175245;882.391662175245;2.61388603104446;-0.523;"AR";1997;0;0;0;0;1997;0;"Post-Parity";2.57482352395197;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0390625070924875
"61";109;"California";1990;66.9833333333333;63.1083333333333;15138580.5833333;14263632.9166667;874947.666666667;5.79166666666667;32;"California_1990";29829422;3708;12.431;108607;0;0;1;1;1990;"California";"Employment";11317447;5038350;0.445184324697964;6;0.00364093544957056;364.093544957056;NA;NA;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.52019335280958;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"62";110;"California";1991;66.4333333333333;61.2333333333333;15133302.9166667;13950435.0833333;1182867.83333333;7.825;32;"California_1991";30482745;3716;12.191;139372;0;0;1;1;1991;"California";"Employment";11019825;4989001;0.452729603237801;6;0.00457216041403095;457.216041403095;2.52019335280958;-0.239999999999998;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.50069797458301;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0194953782265692
"63";111;"California";1992;66.3833333333333;60.2;15301725.1666667;13870881.4166667;1430843.75;9.35;32;"California_1992";30992952;3723;12.012;161858;0;0;1;1;1992;"California";"Employment";10730366;4851748;0.452151212735894;6;0.0052224131473504;522.24131473504;2.50069797458301;-0.179;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.48590615012108;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0147918244619252
"64";112;"California";1993;65.9416666666667;59.65;15266333.5;13810184.25;1456149.25;9.53333333333333;32;"California_1993";31296016;3875;12.382;156402;0;0;1;1;1993;"California";"Employment";10725128;4887153;0.45567316306155;6;0.00499750511374994;499.750511374994;2.48590615012108;0.369999999999999;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.51624380509704;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0303376549759564
"65";113;"California";1994;65.7833333333333;60.1;15262425.6666667;13941805.5;1320620.16666667;8.65;32;"California_1994";31505058;3712;11.782;142986;0;0;1;1;1994;"California";"Employment";10624354;4819705;0.453646875847699;6;0.00453850934030974;453.850934030974;2.51624380509704;-0.6;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.4665729430995;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0496708619975448
"66";114;"California";1995;65.625;60.4416666666667;15272646.25;14068636.5;1204009.75;7.89166666666667;32;"California_1995";31719735;3694;11.646;147002;0;0;1;1;1995;"California";"Employment";10957751;5012466;0.457435654451356;6;0.0046344018952239;463.44018952239;2.4665729430995;-0.135999999999999;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.45496277341493;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0116101696845674
"67";115;"California";1996;65.675;60.825;15400275.9166667;14269759;1130516.91666667;7.35;32;"California_1996";32046821;3408;10.634;183630;0;0;1;1;1996;"California";"Employment";11131054;5096308;0.457845950617075;6;0.00573005353635545;573.005353635545;2.45496277341493;-1.012;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.36405641508215;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0909063583327816
"68";116;"California";1997;66.3333333333333;62.0916666666667;15807354;14796836.5;1010517.5;6.40833333333333;32;"California_1997";32514514;3430;10.549;142986;0;0;1;1;1997;"California";"Employment";11565015;5272796;0.455926429840342;6;0.00439760532788526;439.760532788526;2.36405641508215;-0.0850000000000009;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.35603106869967;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0080253463824751
"69";117;"California";1998;66.6416666666667;62.6833333333333;16176232.9166667;15216138.1666667;960094.75;5.93333333333333;32;"California_1998";33021362;3415;10.342;213213;1;1;1;1;1998;"California";"Employment";12026989;5606046;0.46612215243566;6;0.00645682028500217;645.682028500217;2.35603106869967;-0.206999999999999;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.33621327397403;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;-0.0198177947256415
"70";118;"California";1999;66.55;63.05;16446970.5833333;15580068.4166667;866902.166666667;5.26666666666667;32;"California_1999";33499204;3069;9.161;179028;1;1;1;1;1999;"California";"Employment";12356363;5791036;0.468668329022059;6;0.00534424638866046;534.424638866046;2.33621327397403;-1.181;"CA";2000;0;1974;0;0;2000;1974;"Pre-Pairty";2.21495534303307;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;-0.121257930940958
"71";119;"California";2000;67.05;63.75;16838829.4166667;16012264.8333333;826564.583333333;4.925;32;"California_2000";33871648;2963;8.748;142719;1;1;1;0;2000;"California";"Employment";12884692;6049672;0.469523990173766;6;0.00421352394781618;421.352394781618;2.21495534303307;-0.413;"CA";2000;0;1974;0;0;2000;1974;"Post-Parity";2.16882510281452;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0461302402185502
"72";120;"California";2001;66.9583333333333;63.3083333333333;17092874.0833333;16157987.9166667;934886.166666667;5.46666666666667;32;"California_2001";34479458;2819;8.176;153659;1;1;1;0;2001;"California";"Employment";13239616;6245148;0.471701596179225;6;0.00445653757086321;445.653757086321;2.16882510281452;-0.571999999999999;"CA";2000;0;1974;0;0;2000;1974;"Post-Parity";2.10120303346135;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0676220693531726
"73";121;"California";2002;66.6416666666667;62.1333333333333;17247296.0833333;16082531;1164765.08333333;6.75833333333333;32;"California_2002";34871843;3218;9.228;149907;1;1;1;0;2002;"California";"Employment";12856426;6045619;0.470241029660965;6;0.00429879774349753;429.879774349753;2.10120303346135;1.052;"CA";2000;0;1974;0;0;2000;1974;"Post-Parity";2.22224234031151;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.121039306850158
"74";122;"California";2003;65.8916666666667;61.35;17271797.5833333;16080423.25;1191374.33333333;6.89166666666667;32;"California_2003";35253159;3391;9.619;141659;1;1;1;0;2003;"California";"Employment";12991795;6087482;0.468563581860705;6;0.00401833492425459;401.833492425459;2.22224234031151;0.391;"CA";2000;0;1974;0;0;2000;1974;"Post-Parity";2.26374030917048;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0414979688589714
"75";123;"California";2004;65.5416666666667;61.45;17369663.9166667;16289776.0833333;1079887.83333333;6.21666666666667;32;"California_2004";35574576;3349;9.414;122696;1;1;1;0;2004;"California";"Employment";13264918;6299586;0.4749057627043;6;0.00344897996816603;344.897996816603;2.26374030917048;-0.205;"CA";2000;0;1974;0;0;2000;1974;"Post-Parity";2.24219794297895;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0215423661915279
"76";136;"Colorado";1990;71.1666666666667;67.4916666666667;1770765.75;1679826.91666667;90938.8333333333;5.13333333333333;32;"Colorado_1990";3295529;554;16.811;16671;0;0;1;1;1990;"Colorado";"Employment";1248009;562235;0.450505565264353;8;0.00505867191579865;505.867191579865;NA;NA;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.82203343405092;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"77";137;"Colorado";1991;70.95;67.1833333333333;1803670.08333333;1708311.25;95358.8333333333;5.28333333333333;32;"Colorado_1991";3387824;563;16.618;17071;0;0;1;1;1991;"Colorado";"Employment";1285937;579901;0.450955995511444;8;0.00503892764204988;503.892764204988;2.82203343405092;-0.193000000000001;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.81048644524279;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0115469888081323
"78";138;"Colorado";1992;70.5333333333333;66.2166666666667;1847596.16666667;1734762.08333333;112834.083333333;6.09166666666667;32;"Colorado_1992";3496821;598;17.101;16079;0;0;1;1;1992;"Colorado";"Employment";1332203;596751;0.447942993672886;8;0.00459817645798856;459.817645798856;2.81048644524279;0.483000000000001;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.83913694133092;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0286504960881273
"79";139;"Colorado";1993;71.1;67.2833333333333;1929184.5;1825447.5;103737;5.38333333333333;32;"Colorado_1993";3614735;607;16.792;13881;0;0;1;1;1993;"Colorado";"Employment";1421178;632481;0.44503995980799;8;0.00384011552714099;384.011552714099;2.83913694133092;-0.308999999999997;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.82090258251833;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0182343588125846
"80";140;"Colorado";1994;72.5583333333333;69.5333333333333;2035874.41666667;1951296.08333333;84578.3333333333;4.14166666666667;32;"Colorado_1994";3725509;614;16.481;12878;0;0;1;1;1994;"Colorado";"Employment";1479960;661571;0.44701951404092;8;0.00345670886850629;345.670886850629;2.82090258251833;-0.311;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.80220820225204;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0186943802662891
"81";141;"Colorado";1995;73.5166666666667;70.5833333333333;2125608.91666667;2040304.08333333;85304.8333333333;4.025;32;"Colorado_1995";3827609;654;17.086;13705;0;0;1;1;1995;"Colorado";"Employment";1557252;694030;0.445676101234739;8;0.00358056426348668;358.056426348668;2.80220820225204;0.604999999999997;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.83825941472943;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0360512124773837
"82";142;"Colorado";1996;72.6833333333333;69.65;2158234.16666667;2068393.41666667;89840.75;4.16666666666667;32;"Colorado_1996";3921395;694;17.698;16403;0;0;1;1;1996;"Colorado";"Employment";1601144;720706;0.450119414618548;8;0.00418295020012011;418.295020012011;2.83825941472943;0.612000000000002;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.87345163884516;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0351922241157316
"83";143;"Colorado";1997;72.775;70.3333333333333;2214925.41666667;2140671.33333333;74254.0833333333;3.35833333333333;32;"Colorado_1997";4018882;611;15.203;12878;0;0;1;1;1997;"Colorado";"Employment";1675514;759539;0.453317011973639;8;0.00320437375369568;320.437375369568;2.87345163884516;-2.495;"CO";1998;0;1992;0;0;1998;1992;"Pre-Pairty";2.7214927767987;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.15195886204646
"84";144;"Colorado";1998;74.0833333333333;71.4083333333333;2305115.83333333;2221867.25;83248.5833333333;3.61666666666667;32;"Colorado_1998";4118190;611;14.837;18262;1;1;1;0;1998;"Colorado";"Employment";1757628;826874;0.470448809418148;8;0.00443447242599297;443.447242599297;2.7214927767987;-0.366;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.69712406096866;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0243687158300423
"85";145;"Colorado";1999;73.2333333333333;71.0416666666667;2337767.91666667;2267167.75;70600.1666666667;3.01666666666667;32;"Colorado_1999";4226018;574;13.583;16165;1;1;1;0;1999;"Colorado";"Employment";1821717;867469;0.476182085362326;8;0.003825113854224;382.5113854224;2.69712406096866;-1.254;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.60881901084035;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0883050501283029
"86";146;"Colorado";2000;72.2416666666667;70.2666666666667;2358397.25;2293976.5;64420.75;2.74166666666667;32;"Colorado_2000";4301261;613;14.252;15558;1;1;1;0;2000;"Colorado";"Employment";1913302;927571;0.48480114482711;8;0.00361707880549448;361.707880549448;2.60881901084035;0.669;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.65689724774359;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.048078236903236
"87";147;"Colorado";2001;71.6083333333333;68.8666666666667;2395789.5;2304235.08333333;91554.4166666667;3.81666666666667;32;"Colorado_2001";4425687;722;16.314;18800;1;1;1;0;2001;"Colorado";"Employment";1986570;977502;0.492055150334496;8;0.00424792806179018;424.792806179018;2.65689724774359;2.062;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.79202363487839;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.135126387134799
"88";148;"Colorado";2002;71.925;67.8333333333333;2449542.66666667;2310114.58333333;139428.083333333;5.68333333333333;32;"Colorado_2002";4490406;726;16.168;21359;1;1;1;0;2002;"Colorado";"Employment";1912152;930943;0.486856170429966;8;0.00475658548469782;475.658548469782;2.79202363487839;-0.146000000000001;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.78303398010132;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0089896547770687
"89";149;"Colorado";2003;72.1416666666667;67.7416666666667;2490189.16666667;2338144.25;152044.916666667;6.10833333333333;32;"Colorado_2003";4528732;728;16.075;25956;1;1;1;0;2003;"Colorado";"Employment";1884500;902774;0.479052268506235;8;0.00573140561199029;573.140561199029;2.78303398010132;-0.093;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.77726527012368;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0057687099776369
"90";150;"Colorado";2004;72.725;68.675;2538501.91666667;2397119.25;141382.666666667;5.56666666666667;32;"Colorado_2004";4575013;796;17.399;28169;1;1;1;0;2004;"Colorado";"Employment";1908508;916627;0.480284599278599;8;0.00615714097424423;615.714097424423;2.77726527012368;1.324;"CO";1998;0;1992;0;0;1998;1992;"Post-Parity";2.85641273330458;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0791474631808962
"91";163;"Connecticut";1990;70.5916666666667;67.1;1816595.08333333;1726684.41666667;89910.6666666667;4.93333333333333;32;"Connecticut_1990";3287825;299;9.094;5608;0;0;1;1;1990;"Connecticut";"Employment";1481786;701375;0.473330831847514;9;0.0017056868902694;170.56868902694;NA;NA;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.20761485540282;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"92";164;"Connecticut";1991;71.1416666666667;66.4666666666667;1828675.91666667;1708795.33333333;119880.583333333;6.55;32;"Connecticut_1991";3303749;330;9.989;7907;0;0;1;1;1991;"Connecticut";"Employment";1433615;706267;0.492647607621293;9;0.00239334162492369;239.334162492369;2.20761485540282;0.895000000000001;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.30148448755001;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0938696321471939
"93";165;"Connecticut";1992;71.075;65.875;1818475.16666667;1685376.66666667;133098.5;7.33333333333333;32;"Connecticut_1992";3301385;298;9.027;9472;0;0;1;1;1992;"Connecticut";"Employment";1412247;702453;0.49740095040032;9;0.00286909887819809;286.909887819809;2.30148448755001;-0.962000000000002;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.20022008631602;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.101264401233995
"94";166;"Connecticut";1993;70.3583333333333;65.7583333333333;1795078.5;1678564.91666667;116513.583333333;6.48333333333333;32;"Connecticut_1993";3309945;302;9.124;9071;0;0;1;1;1993;"Connecticut";"Employment";1406055;686104;0.487963842097215;9;0.00274052892117543;274.052892117543;2.20022008631602;0.0970000000000013;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.21090830442214;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0106882181061239
"95";167;"Connecticut";1994;68.975;65.1583333333333;1758184.5;1660606.66666667;97577.8333333333;5.54166666666667;32;"Connecticut_1994";3316918;324;9.768;8413;0;0;1;1;1994;"Connecticut";"Employment";1385262;660863;0.477067154083487;9;0.00253639070968893;253.639070968893;2.21090830442214;0.644;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.2791117368084;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0682034323862619
"96";168;"Connecticut";1995;68.2416666666667;64.6166666666667;1740470.66666667;1648264;92206.6666666667;5.30833333333333;32;"Connecticut_1995";3324324;323;9.716;9147;0;0;1;1;1995;"Connecticut";"Employment";1411477;666575;0.472253533001246;9;0.00275153685380847;275.153685380847;2.2791117368084;-0.0520000000000014;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.27377401113993;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.00533772566847768
"97";169;"Connecticut";1996;68.3583333333333;64.8166666666667;1749263.5;1658269.33333333;90994.1666666667;5.2;32;"Connecticut_1996";3337947;292;8.748;11307;0;0;1;1;1996;"Connecticut";"Employment";1433673;692345;0.482916955261067;9;0.00338741148376532;338.741148376532;2.27377401113993;-0.968;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.16882510281452;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.104948908325404
"98";170;"Connecticut";1997;68.4;65.1916666666667;1755067.91666667;1673025;82042.9166666667;4.68333333333333;32;"Connecticut_1997";3349822;259;7.732;13499;0;0;1;1;1997;"Connecticut";"Employment";1471970;726745;0.493722698152816;9;0.00402976635773483;402.976635773483;2.16882510281452;-1.016;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.04536756134608;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.123457541468437
"99";171;"Connecticut";1998;67.6416666666667;65.4333333333333;1740469.25;1684059.5;56409.75;3.24166666666667;32;"Connecticut_1998";3366615;257;7.634;13962;1;1;1;1;1998;"Connecticut";"Employment";1493964;743513;0.497677989563336;9;0.00414719235790252;414.719235790252;2.04536756134608;-0.0979999999999999;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.03261195432304;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;-0.0127556070230463
"100";172;"Connecticut";1999;67.5416666666667;65.8666666666667;1744570;1701701.25;42868.75;2.45833333333333;32;"Connecticut_1999";3386401;274;8.091;11868;1;1;1;1;1999;"Connecticut";"Employment";1530539;774469;0.506010627628567;9;0.0035046056270359;350.46056270359;2.03261195432304;0.456999999999999;"CT";2000;0;0;0;0;2000;0;"Pre-Pairty";2.0907523328257;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;0.0581403785026646
"101";173;"Connecticut";2000;67.8416666666667;66.4;1760360.41666667;1723176.08333333;37184.3333333333;2.10833333333333;32;"Connecticut_2000";3405565;304;8.927;10643;1;1;1;0;2000;"Connecticut";"Employment";1546250;770641;0.498393532740501;9;0.00312517893506657;312.517893506657;2.0907523328257;0.836;"CT";2000;0;0;0;0;2000;0;"Post-Parity";2.18908039219723;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0983280593715223
"102";174;"Connecticut";2001;66.9833333333333;65.05;1749203.08333333;1698723.41666667;50479.6666666667;2.875;32;"Connecticut_2001";3432835;282;8.215;11613;1;1;1;0;2001;"Connecticut";"Employment";1555214;775501;0.49864584552351;9;0.00338291820026305;338.291820026305;2.18908039219723;-0.712;"CT";2000;0;0;0;0;2000;0;"Post-Parity";2.10596175148923;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0831186407079936
"103";175;"Connecticut";2002;67.4833333333333;64.5166666666667;1776258.25;1698036.41666667;78221.8333333333;4.4;32;"Connecticut_2002";3458749;260;7.517;11751;1;1;1;0;2002;"Connecticut";"Employment";1555595;796888;0.512272153098975;9;0.0033974711665981;339.74711665981;2.10596175148923;-0.698;"CT";2000;0;0;0;0;2000;0;"Post-Parity";2.01716712219533;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0887946292938997
"104";176;"Connecticut";2003;67.3583333333333;63.675;1785681.33333333;1688269.83333333;97411.5;5.45;32;"Connecticut_2003";3484336;272;7.806;12246;1;1;1;0;2003;"Connecticut";"Employment";1550867;785627;0.506572775099348;9;0.00351458642335297;351.458642335297;2.01716712219533;0.289;"CT";2000;0;0;0;0;2000;0;"Post-Parity";2.05489266875842;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0377255465630912
"105";177;"Connecticut";2004;66.675;63.2833333333333;1776828.5;1686496.08333333;90332.4166666667;5.09166666666667;32;"Connecticut_2004";3496094;293;8.381;11423;1;1;1;0;2004;"Connecticut";"Employment";1537461;762622;0.496026891088619;9;0.00326736066021108;326.736066021108;2.05489266875842;0.575;"CT";2000;0;0;0;0;2000;0;"Post-Parity";2.12596723911677;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0710745703583462
"106";190;"Delaware";1990;70.3166666666667;67.225;360118.666666667;344222;15896.6666666667;4.40833333333333;32;"Delaware_1990";666780;80;11.998;1068;0;0;1;1;1990;"Delaware";"Employment";311016;162790;0.523413586439283;10;0.00160172770628993;160.172770628993;NA;NA;"DE";1999;0;0;0;0;1999;0;"Pre-Pairty";2.4847399692309;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"107";191;"Delaware";1991;69.475;65.3666666666667;362034.666666667;340609.5;21425.1666666667;5.91666666666667;32;"Delaware_1991";683489;79;11.558;1218;0;0;1;1;1991;"Delaware";"Employment";308266;164868;0.534823820985772;10;0.00178203306856438;178.203306856438;2.4847399692309;-0.44;"DE";1999;0;0;0;0;1999;0;"Pre-Pairty";2.44737783789559;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.037362131335315
"108";192;"Delaware";1992;69.4166666666667;65.775;366972.416666667;347765.583333333;19206.8333333333;5.225;32;"Delaware_1992";695038;88;12.661;1606;0;0;1;1;1992;"Delaware";"Employment";303763;164077;0.540148075967119;10;0.00231066502838694;231.066502838694;2.44737783789559;1.103;"DE";1999;0;0;0;0;1999;0;"Pre-Pairty";2.53852640253812;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0911485646425301
"109";193;"Delaware";1993;69.9833333333333;66.5333333333333;375912.75;357456.5;18456.25;4.90833333333333;32;"Delaware_1993";706719;94;13.301;1492;0;0;1;1;1993;"Delaware";"Employment";305021;161443;0.529284868910665;10;0.00211116440905084;211.116440905084;2.53852640253812;0.640000000000001;"DE";1999;0;0;0;0;1999;0;"Pre-Pairty";2.58783922037116;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0493128178330431
